package,mentions,example
component-library,1,- **Traditional**: `npm install component-library` → locked to package versions
customize,1,- Expo + pnpm: `npx expo customize babel.config.js` may crash running `pnpm add --dev babel-preset-expo` (`--dev` is not
babel.config.js,1,- Expo + pnpm: `npx expo customize babel.config.js` may crash running `pnpm add --dev babel-preset-expo` (`--dev` is not
@linkedapi/linkedin-cli,1,| `linkedin-cli` | `npm install -g @linkedapi/linkedin-cli` |
@modelcontextprotocol/express,1,"- Install dependencies: `@modelcontextprotocol/server`, `zod@^4.2`, and the transport package — `@modelcontextprotocol/n"
paperfit-cli,1,前提：`npm install -g paperfit-cli`（或等价全局安装），`paperfit` 在 `PATH` 中。输出目录 `--output` 相对于**当前工作目录**（一般为论文根目录）。
@trustwallet/cli,1,Command-line interface for multichain crypto wallet operations. Install with `npm install -g @trustwallet/cli`.
lenis,1,- Lenis package name: `npm install lenis` (NOT `@studio-freight/lenis`)
vscode-langservers-extracted,1,| JSON     | `jsonls`                     | `npm i -g vscode-langservers-extracted`       |
@usebruno/cli,1,| **Bruno**  | Git-native API collection runner | `npm i -g @usebruno/cli`    |
nativewind,1,| Upgrading only one of the two packages               | Mismatched peer dependencies cause cryptic PostCSS errors      
happy,1,- **命令必须用代码块或行内代码**，例如 `npm install -g happy`、`happy resume`。
@dataform/cli,1,`npm i -g @dataform/cli` and verifying the installation with `dataform
react-leaflet,1,4. Install map dependencies: `npm install react-leaflet@^5 leaflet@^1.9` and
leaflet,1,4. Install map dependencies: `npm install react-leaflet@^5 leaflet@^1.9` and
@types/leaflet,1,`npm install -D @types/leaflet` (skip if already present).
recharts,1,4. Install the chart library: `npm install recharts@^2.15.0`.
laravel-echo,1,3. `npm install --save-dev laravel-echo pusher-js`
pusher-js,1,3. `npm install --save-dev laravel-echo pusher-js`
@orderly.network/cli,1,1. Install the CLI: `npm install -g @orderly.network/cli`
to,1,!`if ! command -v gsd-sdk >/dev/null 2>&1; then printf '⚠ gsd-sdk not found in PATH — /gsd:set-profile requires it.\n\nI
get,1,!`if ! command -v gsd-sdk >/dev/null 2>&1; then printf '⚠ gsd-sdk not found in PATH — /gsd:set-profile requires it.\n\nI
latest,1,!`if ! command -v gsd-sdk >/dev/null 2>&1; then printf '⚠ gsd-sdk not found in PATH — /gsd:set-profile requires it.\n\nI
@midscene/android,1,| **`@midscene/*` dependency version is outdated** | Check local versions with `npm ls @midscene/android @midscene/core 
@midscene/harmony,1,| **`@midscene/*` dependency version is outdated** | Check local versions with `npm ls @midscene/harmony @midscene/core 
@midscene/web,1,- Upgrade dependencies: `npm i @midscene/web@latest @midscene/core@latest @midscene/shared@latest`.
@midscene/ios,1,- Upgrade dependencies: `npm i @midscene/ios@latest @midscene/core@latest @midscene/shared@latest`.
@nutrient-sdk/dws-mcp-server,1,- Preferred: `npm i -g @nutrient-sdk/dws-mcp-server@<pinned-version>`
design-book,1,"For larger systems, prefer a **token graph** over a flat token dump: references, semantic roles, derived functions, and "
@browserbasehq/sdk,1,"compatibility: ""Requires BROWSERBASE_API_KEY. Examples use `curl` (or the Node SDK via `npm install @browserbasehq/sdk`)"
mcp-excalidraw-server,1,No setup needed — any canvas-touching command **auto-starts the canvas server** on `http://127.0.0.1:3000` (first `npx` 
@prisma-next/extension-author-tools,1,`prisma-next-check-pins` (shipped by `@prisma-next/extension-author-tools` — install with `pnpm add -D @prisma-next/exte
steps,1,- `docs(contributing): clarify pnpm install steps`
@mercadopago/sdk-react,1,| react (client) | `npm install @mercadopago/sdk-react` |
page-agent,1,- `page-agent` is an `optionalDependencies` entry (`npm i page-agent` if the doctor/degraded hint asks for it) — this pl
metaharness,1,"""hint"": ""Install with `npm i -D metaharness@~0.3.0` (pinned range — this plugin never fetches @latest) or verify network"
@ui5/linter,1,"If the linter is not installed, tell the user to run `npm install --save-dev @ui5/linter` and stop."
new,1,> - Angular: `echo | npx --yes @angular/cli@22 new frontend --style=css --ssr=false --skip-git --defaults --skip-install
frontend,1,> - Angular: `echo | npx --yes @angular/cli@22 new frontend --style=css --ssr=false --skip-git --defaults --skip-install
@cosmicstack/mercury-agent,1,| `mercury: command not found` | Run `npm i -g @cosmicstack/mercury-agent` or use `npx` |
framer-motion,1,- Make sure `framer-motion` is installed: `npm install framer-motion`
@wecom/cli,1,| `command not found: wecom-cli` | Run `npm install -g @wecom/cli` |
xxx,1,"**Dependency management**: choose the language and packages as you see fit, but **always stop and ask the user before in"
@tenpay/wechatpay-dev-cli,1,- ③ 命令不可用：执行 `npm install -g @tenpay/wechatpay-dev-cli@latest` 安装 CLI，再重跑本命令。
lz-string,1,1. ✅ Установлен lz-string: `npm install lz-string`
@cloudflare/next-on-pages,1,| Cloudflare adapter | `npm list @cloudflare/next-on-pages` | `npm install -D @cloudflare/next-on-pages` |
whoopskill,1,Install: `npm install -g whoopskill` | [GitHub](https://github.com/koala73/whoopskill)
bring-shopping,1,- `npm install bring-shopping`
skilllens,1,- Global install: `pnpm add -g skilllens`
lk,1,- `lk` CLI (LinkedIn CLI) — `npm install -g lk`
@anthropic/pi-coding-agent,1,- Pi Coding Agent must be installed: `npm install -g @anthropic/pi-coding-agent`
oxlint,1,1. Install oxlint: `npm install -D oxlint`
tsdown,1,1. Install tsdown: `npm install -D tsdown`
feedcontext,1,`npm install -g feedcontext`.
@vscode/vsce,1,"3. **vsce installed:** `vsce --version` — if missing, run `npm install -g @vscode/vsce`"
@replayio/playwright,1,1. Install the plugin: `npm install --save-dev @replayio/playwright`
@types/library-name,1,1. **Official `@types` packages** — `pnpm add -D @types/library-name`
dokploy,1,- Dokploy CLI installed (`npm install -g dokploy`).
adm-zip,1,- **adm-zip** (for template extraction): `npm install adm-zip`
cheerio,1,- **cheerio** (for HTML parsing): `npm install cheerio`
zod-to-json-schema,1,- `zodToJsonSchema()` comes from the `zod-to-json-schema` package (separate from `zod`) -- requires `npm install zod-to-
chromadb,1,"- Missing `@chroma-core/default-embed` package -- since v3, the default embedding function ships separately; `npm instal"
@chroma-core/default-embed,1,"- Missing `@chroma-core/default-embed` package -- since v3, the default embedding function ships separately; `npm instal"
@code-push-next/react-native-code-push,1,- `yarn add @code-push-next/react-native-code-push`
agentic-debug-mode,1,1. npm: `npm install --global agentic-debug-mode@latest`
@docuseal/api,1,| JavaScript / TypeScript | `@docuseal/api` | `npm install @docuseal/api` |
immer,1,**Install:** `npm install immer use-immer`
use-immer,1,**Install:** `npm install immer use-immer`
juice,1,- Node: `npm i -D juice` → `juice source.html > compiled.html`
dexie,1,"Raw IndexedDB is verbose and transaction-leaky. Dexie wraps it with promises, typed tables, and migrations. Install with"
@easykol/cli,1,1. **CLI missing** → ask the user to run `npm install -g @easykol/cli@latest`.
kalshi-typescript,1,| TypeScript | `npm install kalshi-typescript` | <https://docs.kalshi.com/sdks/typescript/quickstart.md> |
@polymarket/clob-client,1,| TypeScript | `npm install @polymarket/clob-client` | [GitHub](https://github.com/Polymarket/clob-client) |
@polymarket/builder-signing-sdk,1,| Builder Signing SDK | `npm install @polymarket/builder-signing-sdk` | Builder order attribution |
siwe,1,1. Install dependencies: `npm install @x402/fetch @x402/evm siwe viem`
@commet/ai-sdk,1,| `@commet/ai-sdk` | Vercel AI SDK middleware - automatic AI token usage billing | `npm i @commet/ai-sdk` |
@onkernel/cli,1,- npm: `npm install -g @onkernel/cli` (>=v0.13.4)
@resvg/resvg-js-linux-x64-gnu,1,`npm i --no-save @resvg/resvg-js-linux-x64-gnu --force --os=linux --cpu=x64 --libc=glibc`.
webmcp-kit,1,"- If missing, install with `npm install webmcp-kit zod`"
@annals/agent-bridge,1,"1. Run `agent-bridge --version` — if not found, install with `npm install -g @annals/agent-bridge`"
@reconugc/cli,1,- CLI: `npm i -g @reconugc/cli && reconugc auth login`
dompurify,1,"For each dangerous DOM pattern, apply the fix directly. Install DOMPurify with `pnpm add dompurify` and `pnpm add -D @ty"
@types/dompurify,1,"For each dangerous DOM pattern, apply the fix directly. Install DOMPurify with `pnpm add dompurify` and `pnpm add -D @ty"
xstate,1,`npm install xstate`
@langwatch/scenario,1,2. Install the Scenario SDK (`pip install langwatch-scenario` or `npm install @langwatch/scenario`)
mcporter,1,- **npm 包**: `npm install -g mcporter`
@coregit/sdk,1,- **SDK:** `npm install @coregit/sdk`
@coregit/cli,1,- **CLI:** `npm install -g @coregit/cli` (binary: `cgt`)
headless-twitter,1,2. If missing: `npm install -g headless-twitter`
paperbd,1,"- If `paperbd` is missing, tell them to install it with `npm i -g paperbd`."
@dodopayments/sdk,1,Install: `npm install @dodopayments/sdk`
@juangadm/pre-post,1,| `command not found` | `npm install -g @juangadm/pre-post` |
svgexport,1,| **svgexport** | `npm install -g svgexport` | SVG to PNG (optional) |
elevenlabs,1,> **SDK Warning:** Always use `@elevenlabs/elevenlabs-js` for JavaScript. Do not use `npm install elevenlabs` (that's an
@swarmclawai/swarmclaw,1,1. Install: `npm i -g @swarmclawai/swarmclaw`
@types/lodash,1,| Types for library | `--save-dev` | `npm i -D @types/lodash` |
node-freshdesk-api,1,| Node.js | `node-freshdesk-api` | `npm install node-freshdesk-api` |
@sth87/shadcn-design-system,1,- [ ] `npm install @sth87/shadcn-design-system`
next-sitemap,1,Then: `pnpm add next-sitemap && pnpm next-sitemap`
@vercel/og,1,`pnpm add @vercel/og satori sharp`
satori,1,`pnpm add @vercel/og satori sharp`
pino,1,- [ ] Install Pino: `pnpm add pino pino-pretty`
pino-pretty,1,- [ ] Install Pino: `pnpm add pino pino-pretty`
svgo,1,Install globally: `npm install -g svgo`
my-cli,1,Published with `--tag dev`. Install: `npm install my-cli@dev`
c8,1,- **Install:** `npm install --save-dev c8`
nyc,1,- **Install:** `npm install --save-dev nyc`
@codemieai/code,1,- 📦 Package will be available at: `npm install @codemieai/code@<VERSION>`
vega-cli,1,- Vega-Lite — `npm i -g vega-cli vega-lite`; `vl2svg f.vega.json f.svg`.
vega-lite,1,- Vega-Lite — `npm i -g vega-cli vega-lite`; `vl2svg f.vega.json f.svg`.
pnote,1,Manage your prompts and notes from the terminal. Requires `npm install -g pnote` and authentication via `pnote auth toke
jam-skill-cli,1,"found, install it with `npm install -g jam-skill-cli` and retry. If that install"
exited,1,- `CreateSandboxError` / `InstallDepsError: npm install exited 1` — usually a
1,1,- `CreateSandboxError` / `InstallDepsError: npm install exited 1` — usually a
devsh,1,| npm | Production CLI | `npm install -g devsh` |
gsd-core,1,"- Missing `surface.cjs` → prompt: ""Run `npm i -g gsd-core` to reinstall GSD."""
igniteui-angular,1,| `igniteui-angular` | `npm install igniteui-angular` | Open-source / community |
hyperstack-stacks,1,"Current public stacks: **ore** (ORE mining rounds, miners, treasury state). Prepackaged SDK types: `npm install hypersta"
@anthropic-ai/claude-cli,1,Requires: `npm install -g @anthropic-ai/claude-cli`
meta,1,| `meta: command not found` | meta is not installed globally | Run `npm i -g meta` |
supaguard,1,"1. **CLI installed**: run `which supaguard`. If missing, tell the user: `npm install -g supaguard`"
@customerio/cdp-analytics-node,1,"4. Install the SDK in your application (e.g., `npm install @customerio/cdp-analytics-node` for Node.js)"
@auth0/auth0-spa-js,1,> - **Module not found**: Missing `npm install @auth0/auth0-spa-js` — run the install command
@auth0/auth0-cli,1,- **Auth0 CLI** (for automatic setup): `npm install -g @auth0/auth0-cli`
openspec,1,"- Directory exists but CLI missing → ""Found `openspec/` directory but `openspec` CLI is not in PATH. Run `npm install -g"
worldbook,1,- CLI: `pip install worldbook` or `npm i -g worldbook`
still,1,环境允许时（Node 可用）：在 `_starter/` 里 `npm install`，用 `npx remotion still MyVideo out/frame.png --frame=N` 渲 2-3 张关键帧给用户看，确认和 H
studio,1,环境允许时（Node 可用）：在 `_starter/` 里 `npm install`，用 `npx remotion still MyVideo out/frame.png --frame=N` 渲 2-3 张关键帧给用户看，确认和 H
clerk,1,"The published npm package is **`clerk`**, not `@clerk/cli`. Never teach `npm install -g clerk` as the primary path. If t"
@tentagrip/seemd,1,"If that's not available either, suggest the user install globally (`npm i -g @tentagrip/seemd && seemd <path>`) and stop"
@ic-pay/icpay-widget,1,Install: `pnpm add @ic-pay/icpay-widget @ic-pay/icpay-sdk`.
posthog-js,1,**Fix:** This skill generates the PLAN only. Install PostHog SDK separately: `pnpm add posthog-js` (web) or add `posthog
@telnyx/webrtc,1,**Client-side WebRTC SDK** (if WebRTC detected): `npm install @telnyx/webrtc` — see `{baseDir}/sdk-reference/webrtc-clie
@solana-compass/cli,1,"If the user has installed globally (`npm install -g @solana-compass/cli`),"
@tvl-justin/travel-cli,1,"If the user has installed it globally (`npm install -g @tvl-justin/travel-cli`), call `travel-cli` directly."
bids-validator,1,The older Node.js-based validator (`npm install -g bids-validator`) is deprecated in favor of the Deno-based version. Th
agentcash,1,"| ""Command not found"" | Run `npm install -g agentcash` |"
kappmaker,1,"1. **CLI installed**: Run `which kappmaker`. If missing, tell user to run `npm install -g kappmaker`."
adapty,1,- **adapty not found**: Run `npm install -g adapty`
simple-icons,1,2. Install the latest package: `pnpm add simple-icons@latest`.
@paragraph-com/cli,1,compatibility: Requires Node.js 18+ and npm. Install the CLI with `npm install -g @paragraph-com/cli`.
@constructive-io/cli,1,- `@constructive-io/cli` installed (`npm install -g @constructive-io/cli` or available from the monorepo)
lucide-vue-next,1,"3. **Handle Dependencies**: Ensure necessary icons are installed (e.g., `npm install lucide-vue-next`)."
skill-memory,1,"- assume you have `skill-memory` cli, if not, run `npm install -g skill-memory`"
claude-jarvis,1,"> ""No skills found. Make sure GSD, gstack, or Superpowers are installed. Run: `npm install -g claude-jarvis` to reinstal"
railcode,1,The CLI is the npm package `railcode` (`npm install -g railcode@latest`).
memoclaw-mcp,1,**MCP Server:** `npm install -g memoclaw-mcp` (for tool-based access from MCP-compatible clients)
@workos-inc/node,1,3. Update SDK: `npm install @workos-inc/node@latest`
@daytonaio/sdk,1,"The TypeScript SDK (`@daytonaio/sdk`) mirrors the Python API. Key differences: `executeCommand` instead of `exec`, `code"
@smythos/cli,1,| SmythOS CLI       | Latest          | `npm i -g @smythos/cli` |
jsdoc,1,- Optional: JSDoc CLI tool for generating documentation (`npm install -g jsdoc`)
mviz,1,"For faster repeated use, install globally: `npm install -g mviz`"
msw-storybook-addon,1,1. Install addon: `npm install msw-storybook-addon --save-dev`
@goperigon/perigon-ts,1,| **Install** | `npm install @goperigon/perigon-ts` | `pip install perigon` | `go get github.com/goperigon/perigon-go-sd
@zenon-red/probe,1,- **probe not installed:** `npm install -g @zenon-red/probe`
@johnlindquist/obsidian-cli,1,- Install via: `npm install -g @johnlindquist/obsidian-cli`
prpm,1,- PRPM CLI installed (`npm install -g prpm`)
adkit-cli,1,"3. If `adkit` is not found: `npm i -g adkit-cli`, then `adkit setup manage`."
@openfeature/web-sdk,1,- **javascript (web)**: `npm install @flipswitch-io/sdk @openfeature/web-sdk`
@openfeature/js-sdk,1,- **javascript (server)**: `npm install @flipswitch-io/sdk @openfeature/js-sdk`
pnpm-workspace-graph,1,- **Interactive workspace graph**: `pnpm install -g pnpm-workspace-graph` → run `pnpm-workspace-graph` to open an intera
@tailwindcss/container-queries,1,| `npm install @tailwindcss/container-queries` | Use native `@md:` variants |
@thallesp/nestjs-better-auth,1,| Install      | `npm install @thallesp/nestjs-better-auth` |
@banaba/ue-cli,1,- `ue-cli` installed: `npm install -g @banaba/ue-cli`
@stackone/cli,1,2. Install the CLI: `npm install -g @stackone/cli`
scraperapi-sdk,1,"**Requires:** Node.js 14+, `npm install scraperapi-sdk`, `SCRAPERAPI_API_KEY` environment variable."
ng,1,1. Set `frontend:build` to `npx ng build` and `frontend:install` to `npm install` in `wails.json`.
build,1,1. Set `frontend:build` to `npx ng build` and `frontend:install` to `npm install` in `wails.json`.
@gitbook/cli,1,"1. **Prerequisites.** Node 18+, a personal access token from https://app.gitbook.com/account/developer, and the CLI: `np"
@rive-app/react-canvas,1,1. Install: `npm install @rive-app/react-canvas`
camofox-browser,1,- Install: `npm install -g camofox-browser`
@spartan-ng/brain,1,1. **Instalar dependencias**: `pnpm add @spartan-ng/brain @angular/cdk`.
rollup-plugin-visualizer,1,2. Install dependencies: `npm install -D rollup-plugin-visualizer`
tarball,1,- `npm install -g <CDN tarball URL>` only (see **CDN Tarball Reality**).
vtex,1,| `vtex_cli_not_installed` | VTEX CLI no esta instalado | `vtex --version` fallo | Instalar: `yarn global add vtex` o `n
bs58,1,- **bs58** installed (`npm install bs58`)
lean-spec,1,1. User runs `npm install -g lean-spec`
@modelcontextprotocol/create-server,1,2. **Initialize project** — `npx @modelcontextprotocol/create-server my-server` (TypeScript) or `pip install mcp` + scaf
my-server,1,2. **Initialize project** — `npx @modelcontextprotocol/create-server my-server` (TypeScript) or `pip install mcp` + scaf
maven-indexer-cli,1,"> If `maven-indexer-cli` is not found, install it: `npm install -g maven-indexer-cli`"
@mandarnilange/agentforge-core,1,Anyone with `npm install @mandarnilange/agentforge-core` can use it.
@vercel/next-browser,1,"behind, upgrade it (`npm install -g @vercel/next-browser@latest` or the"
paymcp,1,- `npm install paymcp` (or your package manager)
@correctroadh/toggl-cli,1,- Install: `npm install -g @correctroadh/toggl-cli`
cortexfs-cli,1,- Install: `npm install -g cortexfs-cli`
flutter-skill-react-native,1,| React Native | `npm install flutter-skill-react-native` |
flutter-skill-electron,1,| Electron | `npm install flutter-skill-electron` |
@kirha/cli,1,> Install the Kirha CLI first: `curl -fsSL https://cli.kirha.com/install.sh | sh` (or `npm install -g @kirha/cli`). See 
@dapi/tgcli,1,"- If `tgcli` is not found, install it: `npm install -g @dapi/tgcli` then run `tgcli auth` for first-time login."
music-metadata,1,2. `npm install music-metadata node-edge-tts` 安装依赖
node-edge-tts,1,2. `npm install music-metadata node-edge-tts` 安装依赖
glove-core,1,"| `glove-core` | Runtime engine: agent loop, tool execution, display manager, model adapters, stores | `pnpm add glove-c"
glove-react,1,"| `glove-react` | React hooks (`useGlove`), `GloveClient`, `GloveProvider`, `defineTool`, `<Render>`, `MemoryStore`, `To"
glove-next,1,| `glove-next` | One-line Next.js API route handler (`createChatHandler`) for streaming SSE | `pnpm add glove-next` |
glove-voice,1,"| `glove-voice` | Voice pipeline: `GloveVoice`, adapters (STT/TTS/VAD), `AudioCapture`, `AudioPlayer` | `pnpm add glove-"
oasis-sdk,1,"| `oasis-sdk` | Client SDK: feedback, crashes, breadcrumbs | `npm install oasis-sdk` |"
@rbxts/services,1,"**""Cannot find module '@rbxts/services'""** - Run `npm install @rbxts/services @rbxts/types`"
@rbxts/types,1,"**""Cannot find module '@rbxts/services'""** - Run `npm install @rbxts/services @rbxts/types`"
ralphy-cli,1,| Setup | `npm i -g ralphy-cli` | No install | No install |
univer-cli,1,Install the CLI with `npm i -g univer-cli`. Update the CLI with `univer update`. The executable is `univer`.
@anthropic-ai/playwright-cli,1,| `playwright-cli` | Scholar Inbox browser login | `npm install -g @anthropic-ai/playwright-cli` |
adr-tools,1,1. Instalar `adr-tools`: `npm install -g adr-tools` o usar el script: https://github.com/npryce/adr-tools.
@commitlint/cli,1,2. Instalar commitlint: `npm install --save-dev @commitlint/cli @commitlint/config-conventional`
@commitlint/config-conventional,1,2. Instalar commitlint: `npm install --save-dev @commitlint/cli @commitlint/config-conventional`
@livekit/agents-plugin-lemonslice,1,- Node.js: `npm install @livekit/agents-plugin-lemonslice` (or `pnpm add` - exactly as documented in the LiveKit Node.js
assemblyai,1,| JavaScript/TypeScript | `npm i assemblyai` | Active |
stripe-pulse,1,**Install:** `npm install -g stripe-pulse`
pantone-cli,1,`bunx pantone-cli` and a global install (`npm i -g pantone-cli`) work the same way.
@cometix/ccline,1,| CCometixLine | Claude Code statusline | `npm install -g @cometix/ccline` | `command -v ccline` |
@hono/zod-validator,1,Install: `pnpm add @hono/zod-validator zod`
xlsx,1,- [ ] Installed required packages (`npm install docx xlsx pdf-lib`)
pdf-lib,1,- [ ] Installed required packages (`npm install docx xlsx pdf-lib`)
react-hook-form,1,Install external deps separately: `pnpm add react-hook-form zod @hookform/resolvers`
@hookform/resolvers,1,Install external deps separately: `pnpm add react-hook-form zod @hookform/resolvers`
@tiptap/markdown,1,**Install**: `npm install @tiptap/markdown@3.16.0`
@tanstack/virtual-file-routes,1,**Install**: `npm install @tanstack/virtual-file-routes`
@tanstack/router-devtools,1,- **Fix**: `npm install @tanstack/router-devtools`
bentopdf-sh,1,Or install globally: `npm install -g bentopdf-sh`
@stackbone/cli,1,"You can also run it one-off without installing: `npx @stackbone/cli <command>`. If `stackbone --help` fails, you have no"
@caravo/cli,1,"If the CLI is installed globally (`npm install -g @caravo/cli`), use the shorter `caravo` command:"
@model-go/cli,1,"- **Network error during install** — set `https_proxy` if behind a firewall, or use a corporate npm mirror: `npm install"
gainforest-sdk-nextjs,1,"- `gainforest-sdk-nextjs` and `@supabase/supabase-js` are installed (if not, run `npm install gainforest-sdk-nextjs @sup"
chatlab-cli,1,如果 CLI 未安装，告诉用户运行 `npm install -g chatlab-cli`。未经批准不要自行安装软件。存在多个候选文件时不要猜测，每条命令中的路径都要加引号。
@solana/connector,1,- **NPM**: `npm i @solana/connector`
@walletconnect/universal-provider,1,- Install the WalletConnect peer dependency: `npm i @walletconnect/universal-provider`
symbolfyi,1,**Install**: `pip install symbolfyi` · **Web**: [symbolfyi.com](https://symbolfyi.com/) · **API**: [REST API](https://sy
fontfyi,1,**Install**: `pip install fontfyi` · **Web**: [fontfyi.com](https://fontfyi.com/) · **API**: [REST API](https://fontfyi.
emojifyi,1,**Install**: `pip install emojifyi` · **Web**: [emojifyi.com](https://emojifyi.com/) · **API**: [REST API](https://emoji
@fyipedia/colorfyi,1,**Install**: `pip install colorfyi` · **Web**: [colorfyi.com](https://colorfyi.com/) · **API**: [REST API](https://color
unicodefyi,1,**Install**: `pip install unicodefyi` · **Web**: [unicodefyi.com](https://unicodefyi.com/) · **API**: [REST API](https:/
bitget-client,1,If not found → tell the user: `npm install -g bitget-client`
claudish,1,- **Claudish CLI** - Install with: `npm install -g claudish` or `bun install -g claudish`
is-ci,1,"5. If `is-ci` style guard is used, `is-ci` is installed (`pnpm add -D is-ci`)."
tinyfish,1,If not installed: `npm install -g tinyfish`
wireweave,1,"Spoint's WebRTC stack is wireweave (`npm i wireweave nostr-tools`). Use for: in-page voice chat by URL hash, host/join p"
nostr-tools,1,"Spoint's WebRTC stack is wireweave (`npm i wireweave nostr-tools`). Use for: in-page voice chat by URL hash, host/join p"
superx-cli,1,**Rule 1: Run `superx status` before anything else.** Every other command fails without valid credentials. If the `super
oxfmt,1,- With nvim-lspconfig: `npm i -g oxfmt` then `vim.lsp.enable('oxfmt')`
ashby-cli,1,"If the binary is missing, install it with `npm install -g ashby-cli`."
quickjs-emscripten,1,1. **Install the sandbox dependency** (e.g. `npm i quickjs-emscripten`)
pdfkit,1,1. Install PDFKit (`npm install pdfkit`)
denji,1,"- **Locally installed** (`npm i -D denji`): `""./node_modules/denji/configuration_schema.json""`"
@cloudflare/sandbox,1,- [ ] `npm install @cloudflare/sandbox@latest`
@personize/sdk,1,- `npm install @personize/sdk` + project setup
saju-fortune,1,- 배포 후: `npm install -g saju-fortune`
korean-law-mcp,1,- `npm install -g korean-law-mcp` (로컬 CLI/로컬 MCP server 경로일 때)
lck-analytics,1,- `npm install -g lck-analytics`
kleague-results,1,- `npm install -g kleague-results`
k-lotto,1,- 배포 후: `npm install -g k-lotto`
naming-house,1,- 배포 후: `npm install -g naming-house`
kbl-results,1,- `npm install -g kbl-results`
housing-official-price,1,- `npm install housing-official-price`
hipass-receipt,1,- `npm install hipass-receipt` 또는 이 레포에서 `npm install` (`playwright-core` 포함)
@tigrisdata/react,1,"`npm install @tigrisdata/react` provides a drop-in `<Uploader>` component with file selection, progress, and error handl"
@tnnevol/halo-cli,1,"Alternatively, install globally: `npm install -g @tnnevol/halo-cli` then use `halo-cli <action>`."
@stryker-mutator/core,1,- TypeScript: `npm install --save-dev @stryker-mutator/core`
kuaifa,1,| `kuaifa: command not found` | `npm install -g kuaifa` |
node-pty,1,If `NODE_PTY` is `missing` and the user requests a terminal demo: run `npm install node-pty`. This is only required for 
test,1,"- `/llmer-demo ""run npm install then npm test and show the output""` — terminal demo from inline description (auto-detect"
show,1,"- `/llmer-demo ""run npm install then npm test and show the output""` — terminal demo from inline description (auto-detect"
output,1,"- `/llmer-demo ""run npm install then npm test and show the output""` — terminal demo from inline description (auto-detect"
@olakai/sdk,1,| `Import errors` | Ensure SDK is installed: `npm install @olakai/sdk` or `pip install olakai-sdk` |
@mux/mux-player-react,1,"Install: `npm install @mux/mux-player-react` for React, or use the web component directly."
nitro,1,Install: `pnpm add nitro`
lint-staged,1,- Husky Setup: `npm install -D husky lint-staged && npx husky init`
@lifi/sdk,1,- LI.FI SDK: `npm install @lifi/sdk viem`
@enonic/cli,1,- **npm (any OS):** `npm install -g @enonic/cli`
zodipus,1,- [ ] Install Zodipus: `npm install zodipus`
kenobi-pages,1,1. Install: `pnpm add kenobi-pages`
@polar-sh/sdk,1,> `npm install @polar-sh/sdk@^0.46` / `pip install polar-sdk~=0.28`
googleapis,1,→ Solution: Run `npm install googleapis --save`
@google/adk,1,| TypeScript | `@google/adk` | `npm install @google/adk` |
@logseq/libs,1,2. **Install Dependencies**: `npm install @logseq/libs`.
@dcl/sdk,1,"- **SDK branch (MANDATORY)**: The auth-server pattern requires `npm install @dcl/sdk@auth-server`, not the standard `@dc"
eth-connect,1,- `eth-connect` must be installed as a dependency: `npm install eth-connect`
dreamboard,1,Install with `npm install -g dreamboard`
jupyter-link,1,install once with `npm install -g jupyter-link@0.2.7` and verify the resolved tarball
browsers,1,| Chromium not found after `npm install puppeteer` | Run `npx puppeteer browsers install chrome` |
chrome,1,| Chromium not found after `npm install puppeteer` | Run `npx puppeteer browsers install chrome` |
agency-agents-zh,1,- **角色文件不存在**：提示用户运行 `ao init` 或 `npm install agency-agents-zh`
@observablehq/plot,1,- Check Observable Plot installed: `npm install @observablehq/plot`
semantic-release,1,| semantic-release not found   | Not installed globally          | `npm install -g semantic-release`                    
algobot-ai,1,[Algolia Agent Studio](https://www.algolia.com/products/ai/agent-studio/) is Algolia's platform for building AI agents —
basecoat-css,1,"**Production (recommended):** `npm init -y && npm install -D tailwindcss @tailwindcss/cli basecoat-css`, create `assets/"
@playdrop/playdrop-cli,1,2. Install the CLI: `npm install -g @playdrop/playdrop-cli`
vara-wallet,1,**Requires vara-wallet 0.10+** for hex→bytes auto-conversion. Update with: `npm install -g vara-wallet@latest`
link,1,**Prerequisites:** The user should have the indxel CLI installed (`npm install indxel`). Some features require a paid pl
ccstatusline,1,1. Install ccstatusline: `npm install -g ccstatusline`
minisearch,1,- **Install**: `npm install minisearch`
@aws-sdk/client-kms,1,| **AWS KMS** | `npm install @aws-sdk/client-kms`                                  |
@google-cloud/kms,1,| **GCP KMS** | `npm install @google-cloud/kms`                                    |
@ledgerhq/hw-app-eth,1,| **Ledger**  | `npm install @ledgerhq/hw-app-eth @ledgerhq/hw-transport-node-hid` |
@ledgerhq/hw-transport-node-hid,1,| **Ledger**  | `npm install @ledgerhq/hw-app-eth @ledgerhq/hw-transport-node-hid` |
@trezor/connect,1,| **Trezor**  | `npm install @trezor/connect`                                      |
@turnkey/viem,1,| **Turnkey** | `npm install @turnkey/viem @turnkey/http @turnkey/api-key-stamper` |
@turnkey/http,1,| **Turnkey** | `npm install @turnkey/viem @turnkey/http @turnkey/api-key-stamper` |
@turnkey/api-key-stamper,1,| **Turnkey** | `npm install @turnkey/viem @turnkey/http @turnkey/api-key-stamper` |
@steipete/sweet-cookie,1,| `extract-cookies.mjs not found` | Run `npm install -g @steipete/sweet-cookie` and `brew reinstall yoetz` (v0.2.6+) |
fsh-sushi,1,| **SUSHI** | Compiles `.fsh` files → FHIR JSON | `npm install -g fsh-sushi` |
